OG	mean_dNdS	median_dNdS
OG_6299	0.7203035714285714	0.18259999999999998
OG_13795	0.5841666666666667	0.60385
OG_19976	0.595	0.595
OG_13740	0.16317396839332748	0.1224
OG_11447	0.32730882352941176	0.05715
OG_17723	0.592504262574595	0.2804
OG_18621	2.765212367864694	0.041550000000000004
OG_14586	2.9826419666374004	0.1318
OG_8197	0.144478797190518	0.0778
OG_9113	1.0840693151887622	0.1571
OG_13953	0.01918920105355575	0.001
OG_9083	14.26792102721686	0.093
OG_13648	15.48639864801865	0.1218
OG_971	0.12492541703248464	0.001
OG_6533	1.1418300000000001	1.10835
OG_1466	0.21770965759438102	0.2076
OG_7794	0.0867539069359087	0.001
OG_5888	0.11032142857142858	0.05935
OG_7591	0.5012165935030729	0.5409
OG_16249	0.12255074626865671	0.1028
OG_13322	4.3352355924978685	0.0789
OG_17486	6.202384152765584	0.001
OG_18447	0.39219999999999994	0.4324
OG_9707	1.323846839332748	0.1454
OG_16389	0.6923184372256366	0.2162
OG_15769	0.6334584723441616	0.1623
OG_13602	1.2617104038630378	0.9119
OG_12607	0.4405442932396839	0.015
OG_18758	0.35129	0.36345
OG_16082	23.044409438103596	0.6355
OG_5580	36.32967948717948	1.8159
OG_3211	2.0824712702472294	1.3792
OG_8437	13.624104347826087	0.2649
OG_1164	0.3352799824407376	0.001
OG_6174	0.3470466666666666	0.531
OG_7450	1.7439989464442494	0.1907
OG_18960	0.20098333333333332	0.2229
OG_6016	0.24606666666666666	0.3686
OG_14307	0.3981474978050922	0.0374
OG_2338	1.5956724319578577	0.001
OG_9439	23.09191605608322	0.5014
OG_9474	2.2175037752414397	0.17215
OG_13393	13.225875592625108	0.5982
OG_13031	2.723742712906058	0.23625000000000002
OG_11692	0.7873636363636363	0.2251
OG_985	13.46137769973661	0.2894
OG_15054	0.09054073748902547	0.1009
OG_18165	1.9193833333333339	2.58575
OG_10246	0.4676013169446883	0.2512
OG_14112	0.058936111111111106	0.0231
OG_12063	0.6726158911325724	0.111
OG_4645	0.014359306409130818	0.001
OG_9655	0.4578222932651321	0.1484
OG_5842	0.08430757575757578	0.0766
OG_3995	0.5974117647058823	0.3146
OG_174	0.008151492537313433	0.001
OG_10973	0.800447453906936	0.3446
OG_15869	0.2900693151887621	0.0294
OG_5879	0.86424	0.85335
OG_12957	2.641068525021949	0.0559
OG_15589	2.213119534679543	0.3055
OG_12446	2.049552057892356	0.1971
OG_6335	33.11293333333334	0.1901
OG_14907	18.839048484848483	0.2326
OG_4230	0.3077899034240562	0.001
OG_12305	0.15299899034240563	0.1201
OG_14252	4.374796136962248	0.1711
OG_10581	0.41006666666666663	0.4226
OG_13852	0.09636448639157155	0.0382
OG_8209	0.36214126426690074	0.0923
OG_14355	0.17391606672519752	0.1527
OG_15691	4.534846224758561	0.4832
OG_13303	0.9047661977834613	0.1746
OG_12944	0.4942703248463564	0.2633
OG_3680	0.5047016242317823	0.001
OG_82	2.1478169154228857	0.5415
OG_14961	0.19061261872455904	0.0745
OG_3147	0.4181440737489026	0.166
OG_18761	0.6971833333333333	0.74105
OG_12055	0.0032244951712028097	0.001
OG_19755	0.8821	0.8821
OG_14495	7.239290517998245	1.10025
OG_11506	0.05917999999999999	0.019
OG_15129	0.3692510230179028	0.27954999999999997
OG_1510	24.410328431372548	0.5175
OG_19884	0.32970000000000005	0.3102
OG_12192	0.33156111111111114	0.2631
OG_2875	0.305501273046532	0.2801
OG_5439	0.40232795698924734	0.3486
OG_12750	0.5171794995610185	0.1889
OG_1651	2.745406496927129	0.0333
OG_7878	0.49296733977172963	0.001
OG_6785	9.453539393939394	0.0229
OG_3632	2.690125870646767	0.098
OG_16000	0.22723663500678426	0.2654
OG_11879	1.2654633889376647	0.1697
OG_16986	0.00668955223880597	0.001
OG_11716	0.009803819139596139	0.001
OG_11012	1.6727118086040387	0.001
OG_15002	6.663213010204083	0.1445
OG_11730	1.1976635206321333	0.07965
OG_3708	16.64301637401229	0.0369
OG_1377	0.2927092625109745	0.0251
OG_14965	0.024848846675712345	0.015
OG_7007	82.827869689441	99.0
OG_17159	0.15508933274802458	0.001
OG_16101	1.1106210272168568	0.2059
OG_3626	1.3474643546971028	0.1441
OG_5205	18.418110107526882	0.5357
OG_11939	6.160106628621598	0.3611
OG_304	0.8916858208955224	0.279
OG_2044	2.2440348990342405	0.0662
OG_1292	1.0345105285592497	0.25465000000000004
OG_19877	0.31993333333333335	0.325
OG_9621	0.49731578471279964	0.1455
OG_19787	0.8632	0.8632
OG_8963	14.070517647058823	0.0709
OG_362	1.961899034240562	0.2486
OG_17403	1.9818798946444252	0.001
OG_17904	0.01911062937062937	0.001
OG_14414	0.25837238805970153	0.0891
OG_16713	0.45665039508340644	0.4073
OG_1219	9.783602897278316	0.6673
OG_10640	0.11135545609548166	0.0814
OG_19926	0.5366	0.5366
OG_10010	0.089	0.089
OG_13930	1.0112109745390696	0.3421
OG_1718	0.9756690956979807	0.4423
OG_2634	0.7723889599317988	0.116
OG_19070	0.23569642857142853	0.2708
OG_2390	3.5453364993215737	0.115
OG_5230	0.08529011857707511	0.0942
OG_9923	2.648942455242967	0.1929
OG_15908	0.899220412642669	0.3985
OG_14483	4.931847278314311	0.4727
OG_13172	0.7065643648763853	0.0238
OG_2064	0.017591044776119405	0.001
OG_10892	1.2450300316598824	0.4014
OG_9410	0.1314900790166813	0.0935
OG_16515	0.5853146619841968	0.1773
OG_18919	0.4227799999999999	0.5081
OG_6283	0.23424468832309045	0.2405
OG_19791	0.5377	0.5377
OG_4914	0.3248263827919228	0.32555
OG_18378	0.2307101010101011	0.001
OG_13742	0.7552649795918367	0.26
OG_17991	0.7475777777777777	0.8121
OG_3386	0.22215641025641022	0.1096
OG_4089	0.49023454784899034	0.0762
OG_18749	0.16237	0.13625
OG_11491	0.31106334503950833	0.2774
OG_10716	0.13775526777875327	0.0197
OG_15748	12.494149166666666	1.0807
OG_5155	10.417254545454545	1.1869
OG_14108	0.01900100965759438	0.001
OG_16695	0.005194995610184373	0.001
OG_13581	0.47601905370843994	0.1831
OG_12376	0.28234666666666663	0.2648
OG_9513	0.41049855136084284	0.0625
OG_7520	48.38670416281221	1.9999
OG_770	0.02186444249341528	0.001
OG_186	4.425377743634767	0.1631
OG_479	1.5929515803336258	0.111
OG_14087	2.052596400351185	0.3217
OG_7213	0.3188333333333333	0.3167
OG_8270	0.6650706321334504	0.454
OG_8142	1.5507179982440737	0.6284
OG_19504	0.2702333333333334	0.2417
OG_18425	0.14865570824524313	0.1465
OG_1264	3.0249118086040387	0.374
OG_14774	0.4219801110083256	0.5456
OG_8803	1.872597805092186	0.0493
OG_8723	0.38122629499561017	0.1109
OG_1109	18.456061103573045	0.6197
OG_16603	0.1563895083406497	0.0571
OG_1301	2.2891415715539947	0.037
OG_5549	2.597919458128079	0.4441
OG_17777	5.705818181818182	0.1141
OG_15335	0.2490249341527656	0.2526
OG_19639	0.6199	0.6199
OG_16672	0.49973504807692304	0.2328
OG_9495	0.04551387181738367	0.024
OG_6206	0.16889999999999997	0.0486
OG_19003	0.7898666666666668	0.8159
OG_7859	0.27767587382779196	0.23065
OG_8366	0.10926940298507462	0.0915
OG_13021	0.3025929323968393	0.1301
OG_17036	20.888247322212468	0.1082
OG_906	1.5366672519754172	0.0595
OG_4620	1.678241483757682	0.3075
OG_3183	8.829529323968394	0.6585
OG_18843	16.908361818181817	0.6499
OG_16597	0.007189471440750213	0.001
OG_11919	13.499758691834945	0.1805
OG_1601	0.7256870939420546	0.088
OG_10185	0.4777057808857808	0.2821
OG_10615	0.50109209833187	0.0509
OG_5613	0.8515933333333332	1.1034
OG_1419	0.4678528533801581	0.5512
OG_17324	0.8522235639981909	0.0127
OG_19717	99.0	99.0
OG_4129	7.567384811237928	0.2711
OG_16945	2.544346839332748	0.104
OG_19816	4.571033333333333	1.64415
OG_11682	2.42808007023705	0.0185
OG_3658	20.108533897243106	0.6208
OG_472	0.11903913043478262	0.0872
OG_12943	1.9387667690956982	0.0721
OG_15126	0.5827402985074627	0.0373
OG_711	9.807686742756804	0.0427
OG_3574	11.21301000877963	0.26990000000000003
OG_4674	2.136188410886743	0.9944
OG_17060	0.22159901960784315	0.001
OG_19604	0.448	0.448
OG_6313	0.17923333333333336	0.1713
OG_18168	0.6319472431077694	0.3488
OG_12023	3.158891439859526	0.001
OG_9375	0.03361049165935031	0.0315
OG_13675	0.2713588344988345	0.2691
OG_8895	29.001009613696223	0.7309
OG_7826	1.3848214833759593	0.001
OG_18775	0.2518142857142857	0.2972
OG_10920	0.30383963293650795	0.2031
OG_3356	0.03708160667251976	0.0393
OG_19392	0.7125	0.7125
OG_8995	0.38148721227621485	0.0571
OG_595	1.5582568042142229	0.3486
OG_15911	0.532555519125683	0.1081
OG_18738	0.14115333333333338	0.0521
OG_12938	0.035919512195121954	0.001
OG_11020	0.18005359964881476	0.2008
OG_7537	20.10304450474898	0.2909
OG_17640	1.7325930201931516	0.1382
OG_1422	1.594975460930641	0.1667
OG_9760	1.572819696969697	0.067
OG_14004	0.68476	0.8454
OG_2076	0.7823943371378403	0.06785
OG_14258	15.011325404944587	0.3358
OG_10564	0.7613315694255992	0.18
OG_1079	1.2783828358208955	0.0579
OG_11316	0.3111325285338016	0.1429
OG_4944	3.9287910886742754	0.5055499999999999
OG_16869	0.3062212906057946	0.1628
OG_18629	1.6226783730158731	0.2244
OG_2731	0.5921657155399473	0.3347
OG_9037	0.7003953467954345	0.6104
OG_11260	0.30889038630377524	0.18
OG_13834	0.3862	0.3862
OG_10238	4.61885447761194	0.6751
OG_8719	0.9469001316944686	0.7857
OG_7909	3.4834542142230025	0.4611
OG_16499	10.445084811237928	0.0553
OG_17170	1.3113291922739247	0.001
OG_15006	0.25668941558441555	0.2212
OG_18981	0.34710631578947365	0.29455
OG_15035	1.3891323529411763	0.1435
OG_16579	0.10717344161545214	0.001
OG_15137	18.261835555555557	1.0773
OG_6880	0.046099999999999995	0.001
OG_12510	24.882669183494297	0.1351
OG_7291	14.21521923076923	0.4225
OG_11722	0.38794719051799825	0.4741
OG_17873	14.50904727272727	0.0875
OG_221	0.5804660667251975	0.2693
OG_14139	30.859015759438105	1.5029
OG_15270	0.117950623885918	0.0677
OG_13658	2.027770456540825	0.2515
OG_11147	0.4611812554872695	0.0127
OG_13308	0.5713390451832908	0.1133
OG_2304	0.06607304653204565	0.001
OG_8084	0.42106988586479366	0.2515
OG_15425	60.06717777777777	99.0
OG_15173	0.057909789288849864	0.001
OG_1334	0.4631495610184372	0.2666
OG_14094	0.5158570676031606	0.07869999999999999
OG_636	2.435549868305531	0.0537
OG_17840	0.17754444444444445	0.077
OG_5712	1.2490043020193151	0.4639
OG_15682	0.3551839332748024	0.0977
OG_4575	1.4453022614201723	0.1361
OG_4591	5.340130816505707	0.4344
OG_7753	0.02752585601404741	0.001
OG_9278	0.6912599209833186	0.3803
OG_3873	0.7776075065847236	0.1922
OG_16409	2.086248244073749	0.001
OG_9543	12.954672080772607	0.4558
OG_471	3.695564793678665	0.5692
OG_17979	33.1988	0.4012
OG_6863	1.6014666666666668	1.6111
OG_4112	19.070984811237928	0.0513
OG_13649	3.6493463403263404	0.0721
OG_521	0.25027260755048286	0.2601
OG_8550	0.3634657324167107	0.3826
OG_1978	10.620102282704126	0.09245
OG_6967	0.4449	0.4449
OG_18545	5.118660974025974	0.3122
OG_14708	0.9860668129938541	0.2336
OG_4895	3.0225101843722566	0.07525000000000001
OG_16953	5.676464881474978	0.4315
OG_15275	0.18916666666666662	0.1567
OG_5081	0.24640575447570331	0.1747
OG_9419	0.012693590869183495	0.001
OG_818	42.63466492537314	1.9999
OG_1039	0.4371579894644425	0.0695
OG_6813	0.1864	0.1763
OG_760	2.1233883310719137	0.0403
OG_17705	2.0137520496894408	0.3226
OG_16946	0.0759406496927129	0.0281
OG_14027	33.493168173076924	1.5645
OG_12134	0.010255794556628624	0.001
OG_19566	13.901613333333334	0.8454
OG_1345	12.553004214223003	0.2795
OG_6224	54.46046400625978	99.0
OG_3439	20.428144549977386	0.2054
OG_15366	1.3169021071115012	0.1618
OG_6409	0.0932142857142857	0.001
OG_16748	0.18286180860403864	0.0931
OG_16043	0.07159073748902547	0.0619
OG_5003	0.06243546971027216	0.001
OG_17721	0.8074814151747656	0.1291
OG_16821	4.328434986830553	0.001
OG_1202	0.7954438103599648	0.485
OG_16074	18.39746935908692	0.015
OG_17498	0.12436597560975608	0.1551
OG_12642	0.04742958735733099	0.032299999999999995
OG_12616	1.3122261633011412	0.108
OG_1115	0.6948579894644424	0.1052
OG_3677	5.292131913959614	1.4187500000000002
OG_14786	0.07326510096575943	0.0507
OG_18990	0.17189	0.1721
OG_8618	2.327654518329071	0.0155
OG_1062	1.800832440737489	0.2058
OG_18695	0.6038	0.6038
OG_15598	1.0266372695346797	0.1338
OG_5086	0.09564966261808365	0.0903
OG_7629	0.7593474100087796	0.1694
OG_14490	0.2772794543904518	0.11975
OG_12956	0.3516280948200176	0.0908
OG_6332	39.68984	0.4334
OG_5565	0.6079533333333333	0.6261
OG_7661	24.42853333333333	1.5651
OG_1111	5.610984654731459	0.30225
OG_12061	0.08279850746268658	0.0787
OG_19310	7.669866216216216	0.5146999999999999
OG_19655	0.4202	0.4202
OG_13739	2.7244032653061225	0.2594
OG_1575	0.12647682177348551	0.163
OG_11017	0.24758722563652324	0.2647
OG_1804	0.44648446005267783	0.001
OG_4676	6.821245268065269	0.1894
OG_7025	0.032677875329236175	0.031
OG_18407	23.037709545454543	0.3774
OG_11999	0.47135311676909575	0.24105
OG_19930	0.40285	0.4006
OG_7482	1.540823266022827	0.0782
OG_18326	43.71794309309309	1.9926
OG_4732	6.854920935960592	0.001
OG_7597	0.5551603599648816	0.001
OG_10497	1.0504523705004392	0.6763
OG_4900	0.06137194907813871	0.046
OG_12347	18.53216040386304	0.9148
OG_9045	3.3834456979806844	0.674
OG_262	1.0007469271290605	0.5163
OG_6170	99.0	99.0
OG_19221	1.0461964285714287	0.9209
OG_11339	0.1986548726953468	0.0989
OG_9671	0.3908050921861282	0.0876
OG_15454	0.23374582967515367	0.06739999999999999
OG_15663	1.7210955223880597	0.1501
OG_12370	0.1265	0.1265
OG_7893	0.23846591591591595	0.048350000000000004
OG_18771	0.2349	0.2349
OG_140	0.0627735294117647	0.001
OG_3148	21.78262840210711	0.3296
OG_1743	16.061849385425813	0.2849
OG_18688	47.41065906432749	2.0009
OG_6256	21.429939285714287	0.3131
OG_2155	0.47196255487269534	0.1503
OG_6445	0.6193319764812303	0.0405
OG_13136	4.277222039215686	0.7526
OG_10981	0.24684000000000003	0.1999
OG_5578	0.3196611111111111	0.1931
OG_2008	0.8103173913043478	0.3349
OG_17630	3.1171067603160663	0.3106
OG_1156	7.3775178665496055	0.4416
OG_3108	58.49520377524144	99.0
OG_13646	0.5703651817716334	0.2668
OG_14581	4.912354345917471	0.2819
OG_8040	0.2652926690079017	0.0198
OG_9680	0.6800793239683934	0.001
OG_4207	0.5422793239683934	0.001
OG_14090	0.11709596136962247	0.104
OG_1171	0.014386391571553993	0.001
OG_17361	0.010941858482523445	0.001
OG_17912	0.49490000000000006	0.5167
OG_15678	0.07412638279192274	0.06725
OG_19145	6.0244218181818185	0.4439
OG_8003	0.6841123353819138	0.27095
OG_10958	2.1668252631578944	0.5579
OG_18642	0.13466666666666666	0.1395
OG_6364	6.411302846441948	0.0166
OG_152	1.31244776119403	0.1172
OG_335	65.34362799638173	99.0
OG_1539	1.5683299385425813	0.153
OG_18155	2.244081693989071	0.1531
OG_3009	2.1645770412642675	0.2685
OG_6890	0.3985	0.3985
OG_19893	0.24876	0.3235
OG_13826	0.3597326163301142	0.001
OG_18578	1.327548917748918	0.0813
OG_8096	2.40574776119403	0.3268
OG_14041	0.030035206321334502	0.0194
OG_10616	0.18223876207199297	0.0969
OG_14230	15.257725856014046	0.0402
OG_2542	0.4785363037752415	0.0858
OG_19472	0.0010000000000000002	0.001
OG_6238	1.8845990476190475	0.901
OG_9631	0.17480614574187883	0.1787
OG_18553	0.4501672299027138	0.3487
OG_10748	32.91209825136612	0.8575
OG_1783	1.5788241000877965	0.0596
OG_18567	0.3110897979797979	0.40249999999999997
OG_233	2.5461330553116768	0.1476
OG_5816	0.08045000000000001	0.01315
OG_2060	0.436786391571554	0.4217
OG_10925	3.8115263696876602	0.7398
OG_16824	21.52218972783143	0.849
OG_14161	24.726903731343285	0.1643
OG_11292	0.018943985952589993	0.013
OG_5	0.025704828797190517	0.001
OG_14053	4.043760535557507	0.0944
OG_12339	6.40877300263389	0.2688
OG_776	0.3078201931518876	0.1621
OG_10407	0.5016472222222222	0.56075
OG_15406	0.5609	0.1994
OG_14694	0.4348632133450395	0.0092
OG_13145	2.8512769973661105	0.2706
OG_3797	28.699572827041266	0.3719
OG_14683	0.4554561616161616	0.445
OG_15163	1.0553188762071992	0.2832
OG_1580	0.36282752414398595	0.2676
OG_7795	0.02933726953467954	0.001
OG_13800	4.493951153039832	0.2511
OG_4235	9.404522080772606	0.4146
OG_1866	0.7956144424934154	0.001
OG_10201	0.2707220368744513	0.2758
OG_8424	0.7395122914837577	0.0473
OG_19445	0.11731071428571428	0.06235
OG_19548	0.3359	0.3359
OG_19531	0.3288	0.3174
OG_14285	0.48760000000000003	0.5978
OG_2932	3.1232599999999997	0.2394
OG_16679	0.20579333333333333	0.19265
OG_12464	0.49597295873573316	0.1517
OG_14031	1.520354433713784	0.3032
OG_17041	0.1260099209833187	0.147
OG_7656	3.2334839548022605	0.5849
OG_16002	2.7387992763455453	0.6285
OG_4925	17.574897717295872	0.4684
OG_6784	4.270514871794872	0.5505
OG_7458	14.85254372256365	0.2299
OG_15336	0.2109641791044776	0.1115
OG_20049	0.3921	0.3921
OG_2828	2.0613824846356454	0.2748
OG_4004	0.9358644957033018	0.0773
OG_14751	0.32026979006656425	0.2639
OG_19203	3.613171428571429	0.001
OG_14008	1.4251448639157158	0.3279
OG_6672	0.7256052631578946	0.4996
OG_16867	0.017088285843509726	0.001
OG_7551	13.68679353233831	0.1497
OG_8102	2.2128604477611944	0.2653
OG_17846	0.04040065359477124	0.001
OG_3473	2.9231259877085165	0.0554
OG_503	0.006437181738366988	0.001
OG_4820	0.0037411764705882356	0.001
OG_7577	0.6004417471466198	0.155
OG_15082	0.0490328797190518	0.001
OG_6851	0.23725000000000004	0.24135
OG_8728	0.4602195346795434	0.1834
OG_12789	0.9711962247585603	0.0899
OG_19210	0.20867999999999998	0.2813
OG_13090	5.745669743589744	0.1477
OG_1637	21.807399824407373	0.2149
OG_14054	0.4798122914837578	0.0246
OG_7743	10.839840517998244	0.3382
OG_6176	0.026506666666666668	0.001
OG_12422	0.2606406526806527	0.2315
OG_10233	0.0858208077260755	0.0888
OG_14340	12.033320017559262	0.2353
OG_1042	20.507595654082525	0.0766
OG_15292	0.04060689201053556	0.0408
OG_4301	0.27388823529411765	0.2575
OG_19599	0.001	0.001
OG_2408	0.11092190517998246	0.001
OG_18866	2.4854897435897434	0.9348
OG_3119	10.242206540825286	0.492
OG_5146	0.23968987854251014	0.1777
OG_11100	16.715405625000002	0.4558
OG_6693	0.4961	0.4961
OG_402	19.45104468832309	0.5445
OG_18450	0.31768752941176465	0.3316
OG_14148	14.60774034240562	0.1755
OG_5075	0.012974100087796312	0.001
OG_7457	20.372102898550725	1.8056999999999999
OG_17655	1.9384372256365234	0.001
OG_12690	0.2580972783143108	0.0939
OG_12723	0.20028841088674276	0.0853
OG_12766	0.28539547848990343	0.1189
OG_845	3.5270336698858644	0.6368
OG_5410	1.299148344988345	0.7931
OG_3744	1.2814151448639157	0.1585
OG_18805	11.279499999999999	0.7951
OG_20001	99.0	99.0
OG_16368	2.598961538461539	0.3535
OG_3679	1.8480549604916594	0.001
OG_5902	5.099755076923077	0.334
OG_1621	1.2045960930640913	0.35435
OG_2660	0.58475790166813	0.001
OG_7965	0.42373077260755043	0.0379
OG_12374	24.125914285714284	0.9619
OG_15212	2.8068751065643647	0.3032
OG_2459	4.621879894644425	0.001
OG_1911	34.2331016826923	2.2409
OG_10055	3.0720734731934733	0.3649
OG_3288	1.2826032484635645	0.4042
OG_12593	1.415762203687445	0.2242
OG_18855	2.2623074224021598	0.9169
OG_4909	2.974734240561896	0.2587
